municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao,cod_municipio,cod_estado,estado
Nova Olinda,"0,631","0,614","0,765","0,535",1714880,17,TO
Lajeado,"0,778","0,796","0,840","0,704",1712009,17,TO
Esperantina,"0,605","0,579","0,769","0,497",1707405,17,TO
Crixás do Tocantins,"0,644","0,603","0,798","0,555",1706258,17,TO
Darcinópolis,"0,581","0,597","0,764","0,429",1706506,17,TO
Dianópolis,"0,701","0,673","0,822","0,624",1707009,17,TO
Divinópolis do Tocantins,"0,683","0,667","0,816","0,585",1707108,17,TO
Fátima,"0,697","0,653","0,813","0,638",1707553,17,TO
Filadélfia,"0,621","0,578","0,792","0,522",1707702,17,TO
Nova Rosalândia,"0,661","0,582","0,791","0,628",1715002,17,TO
Novo Jardim,"0,596","0,559","0,730","0,520",1715259,17,TO
Palmeirante,"0,571","0,564","0,756","0,436",1715705,17,TO
Monte Santo do Tocantins,"0,620","0,572","0,760","0,547",1713700,17,TO
Palmeiras do Tocantins,"0,628","0,586","0,810","0,522",1713809,17,TO
Muricilândia,"0,596","0,543","0,745","0,524",1713957,17,TO
Nazaré,"0,643","0,584","0,792","0,576",1714302,17,TO
Abreulândia,"0,665","0,700","0,835","0,502",1700251,17,TO
Santa Rita do Tocantins,"0,651","0,630","0,830","0,527",1718899,17,TO
Aurora do Tocantins,"0,677","0,676","0,804","0,570",1702703,17,TO
Axixá do Tocantins,"0,627","0,595","0,733","0,566",1702901,17,TO
Itaguatins,"0,616","0,572","0,799","0,511",1710706,17,TO
Ananás,"0,671","0,621","0,804","0,605",1701002,17,TO
Araguacema,"0,639","0,587","0,805","0,553",1701903,17,TO
Rio dos Bois,"0,616","0,588","0,795","0,501",1718709,17,TO
Sampaio,"0,606","0,546","0,691","0,590",1718808,17,TO
Santa Maria do Tocantins,"0,634","0,600","0,784","0,543",1718881,17,TO
Presidente Kennedy,"0,669","0,628","0,820","0,582",1718402,17,TO
São Bento do Tocantins,"0,605","0,595","0,736","0,506",1720101,17,TO
São Sebastião do Tocantins,"0,573","0,516","0,748","0,487",1720309,17,TO
Talismã,"0,654","0,654","0,801","0,535",1720978,17,TO
Tocantínia,"0,589","0,570","0,782","0,459",1721109,17,TO
Pau D'Arco,"0,661","0,621","0,792","0,587",1716307,17,TO
Tupirama,"0,670","0,629","0,808","0,593",1721257,17,TO
Wanderlândia,"0,638","0,619","0,748","0,561",1722081,17,TO
Bandeirantes do Tocantins,"0,638","0,570","0,797","0,571",1703057,17,TO
Barra do Ouro,"0,603","0,557","0,760","0,517",1703073,17,TO
Paranã,"0,595","0,588","0,777","0,461",1716208,17,TO
Luzinópolis,"0,639","0,593","0,726","0,605",1712454,17,TO
Marianópolis do Tocantins,"0,631","0,630","0,792","0,504",1712504,17,TO
Novo Acordo,"0,639","0,618","0,797","0,530",1715101,17,TO
Novo Alegre,"0,699","0,642","0,812","0,654",1715150,17,TO
Oliveira de Fátima,"0,675","0,627","0,798","0,614",1715507,17,TO
Sucupira,"0,667","0,623","0,794","0,599",1720853,17,TO
Amapá do Maranhão,"0,520","0,503","0,688","0,406",2100550,21,MA
Amarante do Maranhão,"0,555","0,541","0,716","0,441",2100600,21,MA
Serrano do Maranhão,"0,519","0,440","0,735","0,433",2111789,21,MA
São Roberto,"0,516","0,475","0,738","0,391",2111672,21,MA
Central do Maranhão,"0,585","0,503","0,713","0,557",2103125,21,MA
Anajatuba,"0,581","0,523","0,762","0,492",2100709,21,MA
Anapurus,"0,581","0,511","0,764","0,502",2100808,21,MA
Alcântara,"0,573","0,525","0,753","0,475",2100204,21,MA
Lagoa Grande do Maranhão,"0,502","0,480","0,731","0,360",2105963,21,MA
Presidente Juscelino,"0,614","0,603","0,796","0,483",2109205,21,MA
Alto Alegre do Pindaré,"0,558","0,465","0,774","0,483",2100477,21,MA
Alto Parnaíba,"0,633","0,683","0,785","0,474",2100501,21,MA
Marajá do Sena,"0,452","0,400","0,774","0,299",2106359,21,MA
Matões do Norte,"0,533","0,452","0,768","0,436",2106631,21,MA
Milagres do Maranhão,"0,527","0,465","0,764","0,413",2106672,21,MA
Cururupu,"0,612","0,568","0,768","0,525",2103703,21,MA
Davinópolis,"0,716","0,702","0,862","0,606",2103752,21,MA
Paulino Neves,"0,561","0,481","0,720","0,511",2108058,21,MA
Paulo Ramos,"0,549","0,546","0,677","0,447",2108108,21,MA
Pedreiras,"0,682","0,644","0,792","0,621",2108207,21,MA
Pedro do Rosário,"0,516","0,475","0,696","0,415",2108256,21,MA
Penalva,"0,554","0,519","0,693","0,472",2108306,21,MA
Peritoró,"0,564","0,499","0,774","0,464",2108454,21,MA
Lago da Pedra,"0,589","0,561","0,724","0,502",2105708,21,MA
Lago Verde,"0,557","0,508","0,731","0,466",2105906,21,MA
Olinda Nova do Maranhão,"0,575","0,495","0,724","0,531",2107456,21,MA
São Bento,"0,602","0,525","0,762","0,545",2110500,21,MA
São Bernardo,"0,572","0,514","0,762","0,479",2110609,21,MA
São Domingos do Maranhão,"0,582","0,549","0,713","0,504",2110708,21,MA
Santa Quitéria do Maranhão,"0,555","0,490","0,760","0,458",2110104,21,MA
Paço do Lumiar,"0,724","0,646","0,796","0,739",2107506,21,MA
Cândido Mendes,"0,561","0,520","0,745","0,456",2102606,21,MA
Cantanhede,"0,565","0,497","0,774","0,468",2102705,21,MA
Porto Franco,"0,684","0,664","0,796","0,606",2109007,21,MA
Primeira Cruz,"0,512","0,448","0,722","0,414",2109403,21,MA
Porto Rico do Maranhão,"0,615","0,538","0,772","0,561",2109056,21,MA
Estreito,"0,659","0,666","0,800","0,536",2104057,21,MA
Fortaleza dos Nogueiras,"0,616","0,566","0,773","0,534",2104107,21,MA
Luís Domingues,"0,588","0,541","0,734","0,512",2106201,21,MA
Magalhães de Almeida,"0,567","0,502","0,729","0,499",2106300,21,MA
Governador Newton Bello,"0,521","0,509","0,718","0,387",2104651,21,MA
Governador Nunes Freire,"0,569","0,540","0,722","0,472",2104677,21,MA
São José de Ribamar,"0,708","0,642","0,790","0,700",2111201,21,MA
Miranda do Norte,"0,610","0,550","0,751","0,550",2106755,21,MA
Mirinzal,"0,622","0,546","0,756","0,582",2106805,21,MA
Monção,"0,546","0,499","0,704","0,464",2106904,21,MA
Montes Altos,"0,575","0,534","0,732","0,486",2107001,21,MA
Itinga do Maranhão,"0,630","0,601","0,764","0,545",2105427,21,MA
João Lisboa,"0,641","0,585","0,785","0,573",2105500,21,MA
Joselândia,"0,561","0,533","0,743","0,445",2105609,21,MA
São João do Carú,"0,509","0,487","0,684","0,397",2111029,21,MA
Guimarães,"0,625","0,535","0,772","0,592",2104909,21,MA
Humberto de Campos,"0,535","0,443","0,759","0,455",2105005,21,MA
Governador Edison Lobão,"0,629","0,589","0,764","0,552",2104552,21,MA
Icatu,"0,546","0,475","0,727","0,472",2105104,21,MA
Igarapé do Meio,"0,569","0,530","0,687","0,506",2105153,21,MA
Igarapé Grande,"0,614","0,578","0,747","0,536",2105203,21,MA
Mata Roma,"0,570","0,483","0,776","0,494",2106409,21,MA
Matinha,"0,619","0,579","0,731","0,560",2106508,21,MA
Morros,"0,548","0,485","0,706","0,480",2107100,21,MA
Nina Rodrigues,"0,585","0,474","0,774","0,547",2107209,21,MA
Campestre do Maranhão,"0,652","0,611","0,774","0,586",2102556,21,MA
Santa Luzia do Paruá,"0,599","0,583","0,723","0,510",2110039,21,MA
Buriti,"0,548","0,479","0,714","0,480",2102200,21,MA
Buriticupu,"0,556","0,533","0,708","0,455",2102325,21,MA
Pinheiro,"0,637","0,579","0,771","0,579",2108603,21,MA
Turiaçu,"0,561","0,493","0,776","0,461",2112407,21,MA
Timbiras,"0,537","0,498","0,730","0,427",2112100,21,MA
Pirapemas,"0,576","0,501","0,741","0,514",2108801,21,MA
Timon,"0,649","0,614","0,768","0,579",2112209,21,MA
Trizidela do Vale,"0,606","0,565","0,738","0,534",2112233,21,MA
Tufilândia,"0,555","0,502","0,709","0,481",2112274,21,MA
Tuntum,"0,572","0,534","0,726","0,483",2112308,21,MA
Urbano Santos,"0,588","0,506","0,770","0,522",2112605,21,MA
Dom Pedro,"0,622","0,582","0,759","0,545",2103802,21,MA
Esperantinópolis,"0,586","0,561","0,713","0,503",2104008,21,MA
Capinzal do Norte,"0,537","0,517","0,698","0,430",2102754,21,MA
Aldeias Altas,"0,513","0,500","0,720","0,374",2100303,21,MA
Barão de Grajaú,"0,592","0,578","0,743","0,484",2101509,21,MA
Barra do Corda,"0,606","0,585","0,763","0,498",2101608,21,MA
Barreirinhas,"0,570","0,515","0,752","0,479",2101707,21,MA
Cedral,"0,766","0,749","0,872","0,689",2103109,21,MA
Presidente Dutra,"0,653","0,628","0,788","0,563",2109106,21,MA
Presidente Vargas,"0,587","0,470","0,768","0,560",2109304,21,MA
Sítio Novo,"0,572","0,528","0,722","0,491",2111805,21,MA
São Pedro da Água Branca,"0,605","0,577","0,735","0,523",2111532,21,MA
Zé Doca,"0,595","0,559","0,745","0,505",2114007,21,MA
Brejo,"0,562","0,517","0,758","0,454",2102101,21,MA
Conceição do Lago-Açu,"0,512","0,492","0,738","0,370",2103554,21,MA
Tutóia,"0,561","0,543","0,722","0,451",2112506,21,MA
Vargem Grande,"0,542","0,487","0,768","0,425",2112704,21,MA
Viana,"0,686","0,672","0,816","0,589",2112803,21,MA
Vila Nova dos Martírios,"0,581","0,555","0,718","0,491",2112852,21,MA
Vitória do Mearim,"0,596","0,540","0,733","0,534",2112902,21,MA
Vitorino Freire,"0,570","0,563","0,688","0,477",2113009,21,MA
Araguanã,"0,604","0,617","0,756","0,473",2100873,21,MA
Araioses,"0,521","0,497","0,709","0,402",2100907,21,MA
Arame,"0,512","0,525","0,701","0,365",2100956,21,MA
Arari,"0,626","0,587","0,764","0,546",2101004,21,MA
Bacabal,"0,651","0,619","0,753","0,591",2101202,21,MA
Bacabeira,"0,629","0,558","0,768","0,580",2101251,21,MA
Bacuri,"0,578","0,540","0,737","0,484",2101301,21,MA
Carutapera,"0,574","0,533","0,747","0,476",2102903,21,MA
Caxias,"0,624","0,595","0,753","0,543",2103000,21,MA
Chapadinha,"0,604","0,554","0,770","0,517",2103208,21,MA
Cidelândia,"0,600","0,562","0,728","0,529",2103257,21,MA
Codó,"0,595","0,568","0,754","0,492",2103307,21,MA
Coelho Neto,"0,564","0,544","0,728","0,454",2103406,21,MA
Colinas,"0,765","0,786","0,840","0,678",2103505,21,MA
Santa Rita,"0,627","0,597","0,774","0,534",2110203,21,MA
Santana do Maranhão,"0,510","0,445","0,758","0,394",2110237,21,MA
Santo Amaro do Maranhão,"0,518","0,454","0,738","0,416",2110278,21,MA
Santo Antônio dos Lopes,"0,566","0,547","0,714","0,465",2110302,21,MA
São Benedito do Rio Preto,"0,541","0,468","0,749","0,452",2110401,21,MA
Bequimão,"0,601","0,510","0,757","0,561",2101905,21,MA
Boa Vista do Gurupi,"0,545","0,515","0,681","0,461",2101970,21,MA
Bom Jardim,"0,660","0,707","0,809","0,503",2102002,21,MA
Bom Jesus das Selvas,"0,558","0,537","0,751","0,431",2102036,21,MA
São João Batista,"0,740","0,739","0,865","0,634",2111003,21,MA
Raposa,"0,626","0,568","0,735","0,587",2109452,21,MA
Riachão,"0,576","0,572","0,757","0,442",2109502,21,MA
Ribamar Fiquene,"0,615","0,592","0,744","0,527",2109551,21,MA
Rosário,"0,632","0,566","0,752","0,592",2109601,21,MA
Sambaíba,"0,565","0,542","0,728","0,456",2109700,21,MA
Santa Inês,"0,717","0,675","0,827","0,659",2109908,21,MA
Santa Luzia,"0,715","0,682","0,859","0,625",2110005,21,MA
Governador Eugênio Barros,"0,572","0,550","0,736","0,462",2104602,21,MA
Governador Luiz Rocha,"0,544","0,508","0,692","0,459",2104628,21,MA
São Francisco do Maranhão,"0,528","0,503","0,733","0,400",2110906,21,MA
Carolina,"0,634","0,600","0,802","0,529",2102804,21,MA
Coroatá,"0,576","0,545","0,737","0,475",2103604,21,MA
São Luís,"0,768","0,741","0,813","0,752",2111300,21,MA
São Mateus do Maranhão,"0,616","0,627","0,723","0,515",2111508,21,MA
Godofredo Viana,"0,604","0,537","0,750","0,546",2104305,21,MA
Imperatriz,"0,731","0,697","0,803","0,698",2105302,21,MA
Itapecuru Mirim,"0,599","0,534","0,747","0,539",2105401,21,MA
São João dos Patos,"0,615","0,613","0,726","0,522",2111102,21,MA
Grajaú,"0,609","0,603","0,754","0,497",2104800,21,MA
Açailândia,"0,672","0,643","0,785","0,602",2100055,21,MA
Água Doce do Maranhão,"0,500","0,494","0,697","0,363",2100154,21,MA
Belágua,"0,512","0,417","0,707","0,455",2101731,21,MA
Pindaré-Mirim,"0,633","0,568","0,755","0,592",2108504,21,MA
Balsas,"0,687","0,674","0,807","0,597",2101400,21,MA
Apicum-Açu,"0,568","0,529","0,718","0,483",2100832,21,MA
Bela Vista do Maranhão,"0,554","0,515","0,735","0,450",2101772,21,MA
São Vicente Ferrer,"0,592","0,504","0,762","0,541",2111706,21,MA
Satubinha,"0,493","0,450","0,720","0,369",2111722,21,MA
Afonso Cunha,"0,529","0,471","0,725","0,434",2100105,21,MA
Alto Alegre do Maranhão,"0,554","0,516","0,744","0,444",2100436,21,MA
Paraibano,"0,580","0,572","0,723","0,473",2107704,21,MA
Centro do Guilherme,"0,542","0,510","0,707","0,442",2103158,21,MA
São Domingos do Azeitão,"0,590","0,576","0,732","0,486",2110658,21,MA
Senador Alexandre Costa,"0,538","0,520","0,689","0,435",2111748,21,MA
Cajapió,"0,553","0,466","0,720","0,505",2102408,21,MA
Cachoeira Grande,"0,537","0,422","0,773","0,476",2102374,21,MA
Altamira do Maranhão,"0,549","0,486","0,719","0,473",2100402,21,MA
Poção de Pedras,"0,576","0,543","0,732","0,481",2108900,21,MA
Duque Bacelar,"0,533","0,485","0,693","0,451",2103901,21,MA
Feira Nova do Maranhão,"0,532","0,511","0,729","0,405",2104073,21,MA
São Pedro dos Crentes,"0,600","0,558","0,738","0,524",2111573,21,MA
Brejo de Areia,"0,519","0,507","0,677","0,408",2102150,21,MA
Maracaçumé,"0,582","0,546","0,719","0,501",2106326,21,MA
Mirador,"0,680","0,656","0,800","0,599",2106706,21,MA
Jatobá,"0,645","0,604","0,775","0,573",2105450,21,MA
Jenipapo dos Vieiras,"0,490","0,445","0,766","0,346",2105476,21,MA
Junco do Maranhão,"0,552","0,550","0,690","0,443",2105658,21,MA
São Luís Gonzaga do Maranhão,"0,540","0,503","0,716","0,438",2111409,21,MA
Itaipava do Grajaú,"0,518","0,456","0,726","0,419",2105351,21,MA
São João do Paraíso,"0,615","0,583","0,808","0,493",2111052,21,MA
São João do Soter,"0,517","0,486","0,711","0,401",2111078,21,MA
Gonçalves Dias,"0,568","0,542","0,758","0,445",2104404,21,MA
Governador Archer,"0,565","0,545","0,687","0,481",2104503,21,MA
São Francisco do Brejão,"0,584","0,556","0,748","0,479",2110856,21,MA
Graça Aranha,"0,570","0,538","0,748","0,459",2104701,21,MA
São José dos Basílios,"0,557","0,501","0,719","0,480",2111250,21,MA
Buriti Bravo,"0,590","0,539","0,752","0,506",2102309,21,MA
Buritirana,"0,583","0,540","0,725","0,505",2102358,21,MA
Turilândia,"0,536","0,495","0,774","0,402",2112456,21,MA
Presidente Médici,"0,664","0,671","0,792","0,550",2109239,21,MA
Santa Filomena do Maranhão,"0,525","0,461","0,722","0,435",2109759,21,MA
Santa Helena,"0,744","0,738","0,823","0,678",2109809,21,MA
Bernardo do Mearim,"0,604","0,544","0,742","0,547",2101939,21,MA
Bom Lugar,"0,562","0,486","0,741","0,493",2102077,21,MA
Nova Olinda do Maranhão,"0,581","0,536","0,755","0,484",2107357,21,MA
Lajeado Novo,"0,589","0,561","0,738","0,494",2105989,21,MA
Lima Campos,"0,581","0,578","0,705","0,481",2106003,21,MA
Loreto,"0,582","0,516","0,771","0,495",2106102,21,MA
Parnarama,"0,542","0,504","0,758","0,416",2107803,21,MA
Benedito Leite,"0,546","0,531","0,719","0,426",2101806,21,MA
Fernando Falcão,"0,443","0,417","0,728","0,286",2104081,21,MA
Formosa da Serra Negra,"0,556","0,485","0,774","0,459",2104099,21,MA
Fortuna,"0,580","0,558","0,706","0,494",2104206,21,MA
Axixá,"0,641","0,535","0,776","0,634",2101103,21,MA
Bacurituba,"0,537","0,474","0,681","0,479",2101350,21,MA
Passagem Franca,"0,532","0,525","0,717","0,401",2107902,21,MA
Pastos Bons,"0,610","0,540","0,753","0,559",2108009,21,MA
Peri Mirim,"0,599","0,506","0,744","0,572",2108405,21,MA
Lago do Junco,"0,581","0,537","0,741","0,492",2105807,21,MA
Palmeirândia,"0,556","0,488","0,715","0,492",2107605,21,MA
Centro Novo do Maranhão,"0,518","0,508","0,717","0,382",2103174,21,MA
Lagoa do Mato,"0,566","0,525","0,726","0,475",2105922,21,MA
Maranhãozinho,"0,550","0,497","0,719","0,465",2106375,21,MA
Matões,"0,550","0,519","0,739","0,434",2106607,21,MA
Nova Colinas,"0,566","0,502","0,749","0,481",2107258,21,MA
Nova Iorque,"0,584","0,558","0,729","0,489",2107308,21,MA
Presidente Sarney,"0,557","0,486","0,752","0,472",2109270,21,MA
Senador La Rocque,"0,602","0,570","0,743","0,515",2111763,21,MA
Sucupira do Norte,"0,579","0,526","0,731","0,505",2111904,21,MA
Sucupira do Riachão,"0,568","0,538","0,761","0,447",2111953,21,MA
Tasso Fragoso,"0,599","0,562","0,777","0,491",2112001,21,MA
São Raimundo das Mangabeiras,"0,610","0,583","0,749","0,521",2111607,21,MA
São Raimundo do Doca Bezerra,"0,516","0,478","0,700","0,410",2111631,21,MA
São Félix de Balsas,"0,557","0,517","0,778","0,430",2110807,21,MA
Cajari,"0,523","0,456","0,747","0,421",2102507,21,MA
Lago dos Rodrigues,"0,602","0,555","0,737","0,534",2105948,21,MA
Pedro Laurentino,"0,562","0,479","0,746","0,496",2207934,22,PI
Itaueira,"0,583","0,594","0,727","0,460",2205102,22,PI
Sigefredo Pacheco,"0,581","0,518","0,764","0,496",2210656,22,PI
Simplício Mendes,"0,627","0,613","0,767","0,525",2210805,22,PI
Lagoa Alegre,"0,550","0,538","0,728","0,425",2205557,22,PI
Alvorada do Gurguéia,"0,578","0,520","0,749","0,496",2200459,22,PI
Geminiano,"0,561","0,524","0,755","0,446",2204352,22,PI
Guadalupe,"0,650","0,639","0,794","0,542",2204501,22,PI
Ilha Grande,"0,563","0,534","0,708","0,472",2204659,22,PI
Itainópolis,"0,541","0,545","0,725","0,401",2205003,22,PI
Novo Santo Antônio,"0,653","0,640","0,829","0,526",2206951,22,PI
Joca Marques,"0,504","0,501","0,726","0,353",2205458,22,PI
Coronel José Dias,"0,546","0,518","0,725","0,433",2202851,22,PI
Murici dos Portelas,"0,530","0,489","0,777","0,391",2206696,22,PI
Nossa Senhora dos Remédios,"0,533","0,503","0,732","0,411",2206803,22,PI
Buriti dos Montes,"0,574","0,527","0,780","0,460",2202026,22,PI
Cajueiro da Praia,"0,546","0,551","0,739","0,400",2202083,22,PI
Campinas do Piauí,"0,544","0,524","0,776","0,397",2202109,22,PI
Castelo do Piauí,"0,587","0,566","0,754","0,473",2202604,22,PI
Lagoa do Piauí,"0,583","0,548","0,778","0,464",2205581,22,PI
Acauã,"0,528","0,517","0,692","0,411",2200053,22,PI
São João do Piauí,"0,645","0,615","0,769","0,567",2210003,22,PI
São José do Divino,"0,658","0,627","0,778","0,583",2210052,22,PI
Porto,"0,549","0,537","0,758","0,406",2208502,22,PI
Campo Grande do Piauí,"0,560","0,545","0,721","0,446",2202133,22,PI
Campo Maior,"0,656","0,629","0,793","0,566",2202208,22,PI
Canto do Buriti,"0,576","0,571","0,724","0,462",2202307,22,PI
Capitão de Campos,"0,583","0,552","0,773","0,465",2202406,22,PI
Caracol,"0,647","0,628","0,826","0,522",2202505,22,PI
Juazeiro do Piauí,"0,570","0,522","0,753","0,470",2205516,22,PI
Tamboril do Piauí,"0,501","0,509","0,685","0,360",2210953,22,PI
João Costa,"0,561","0,510","0,752","0,460",2205359,22,PI
Júlio Borges,"0,582","0,500","0,777","0,508",2205524,22,PI
Agricolândia,"0,599","0,550","0,742","0,526",2200103,22,PI
Alegrete do Piauí,"0,585","0,564","0,749","0,475",2200277,22,PI
Anísio de Abreu,"0,594","0,534","0,768","0,512",2200707,22,PI
Campo Alegre do Fidalgo,"0,537","0,528","0,762","0,385",2202117,22,PI
Jurema,"0,555","0,511","0,767","0,435",2205532,22,PI
Riacho Frio,"0,541","0,483","0,761","0,431",2208858,22,PI
São João da Canabrava,"0,559","0,539","0,726","0,446",2209856,22,PI
Santo Antônio dos Milagres,"0,619","0,524","0,776","0,582",2209450,22,PI
Várzea Branca,"0,553","0,518","0,743","0,440",2211357,22,PI
Demerval Lobão,"0,618","0,588","0,781","0,515",2203305,22,PI
Brasileira,"0,577","0,572","0,752","0,446",2201960,22,PI
Buriti dos Lopes,"0,565","0,544","0,735","0,452",2202000,22,PI
Curimatá,"0,607","0,574","0,741","0,527",2203206,22,PI
Baixa Grande do Ribeiro,"0,564","0,537","0,751","0,446",2201150,22,PI
Esperantina,"0,605","0,579","0,769","0,497",2203701,22,PI
Batalha,"0,594","0,563","0,752","0,496",2201507,22,PI
Bertolínia,"0,612","0,596","0,758","0,507",2201705,22,PI
Bom Jesus,"0,718","0,740","0,827","0,606",2201903,22,PI
Bom Princípio do Piauí,"0,532","0,526","0,770","0,372",2201919,22,PI
Luzilândia,"0,545","0,550","0,700","0,420",2205805,22,PI
Marcolândia,"0,562","0,578","0,700","0,438",2205953,22,PI
Marcos Parente,"0,590","0,580","0,717","0,494",2206001,22,PI
Matias Olímpio,"0,562","0,521","0,779","0,438",2206100,22,PI
Luís Correia,"0,541","0,544","0,730","0,398",2205706,22,PI
Assunção do Piauí,"0,499","0,462","0,706","0,382",2201051,22,PI
Avelino Lopes,"0,554","0,532","0,722","0,442",2201101,22,PI
Corrente,"0,642","0,620","0,789","0,540",2202901,22,PI
Coivaras,"0,565","0,543","0,732","0,453",2202737,22,PI
Madeiro,"0,563","0,472","0,772","0,489",2205854,22,PI
São Braz do Piauí,"0,596","0,533","0,771","0,514",2209559,22,PI
São Francisco do Piauí,"0,570","0,557","0,744","0,448",2209708,22,PI
São Gonçalo do Gurguéia,"0,560","0,572","0,701","0,438",2209757,22,PI
São João da Fronteira,"0,515","0,516","0,753","0,351",2209872,22,PI
São João da Serra,"0,582","0,545","0,757","0,478",2209906,22,PI
Lagoa do Barro do Piauí,"0,502","0,474","0,744","0,358",2205565,22,PI
Miguel Alves,"0,539","0,533","0,742","0,396",2206209,22,PI
Barras,"0,595","0,558","0,779","0,485",2201200,22,PI
Barreiras do Piauí,"0,557","0,560","0,730","0,423",2201309,22,PI
Teresina,"0,751","0,731","0,820","0,707",2211001,22,PI
União,"0,577","0,542","0,781","0,453",2211100,22,PI
Uruçuí,"0,631","0,614","0,794","0,516",2211209,22,PI
Valença do Piauí,"0,647","0,620","0,773","0,566",2211308,22,PI
Cocal,"0,497","0,516","0,712","0,334",2202703,22,PI
Cocal de Telha,"0,555","0,550","0,780","0,399",2202711,22,PI
Cocal dos Alves,"0,498","0,504","0,779","0,315",2202729,22,PI
Caraúbas do Piauí,"0,505","0,480","0,775","0,347",2202539,22,PI
Caxingó,"0,488","0,498","0,708","0,329",2202653,22,PI
Jaicós,"0,524","0,556","0,709","0,366",2205201,22,PI
