municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao,cod_municipio,cod_estado,estado
Recreio,"0,692","0,668","0,841","0,589",3154101,31,MG
Tupaciguara,"0,719","0,711","0,863","0,605",3169604,31,MG
Turmalina,"0,736","0,724","0,817","0,675",3169703,31,MG
Turvolândia,"0,696","0,707","0,829","0,576",3169802,31,MG
Ubá,"0,724","0,727","0,841","0,620",3169901,31,MG
Santo Antônio do Monte,"0,724","0,736","0,840","0,615",3160405,31,MG
Santo Hipólito,"0,657","0,641","0,824","0,536",3160603,31,MG
Santos Dumont,"0,741","0,688","0,847","0,697",3160702,31,MG
São Bento Abade,"0,672","0,651","0,801","0,581",3160801,31,MG
Santana do Jacaré,"0,647","0,655","0,790","0,523",3158805,31,MG
Santana do Manhuaçu,"0,621","0,622","0,809","0,475",3158904,31,MG
Santana do Paraíso,"0,685","0,663","0,878","0,552",3158953,31,MG
Sarzedo,"0,734","0,706","0,871","0,643",3165537,31,MG
Setubinha,"0,542","0,536","0,743","0,400",3165552,31,MG
Senador Firmino,"0,644","0,639","0,829","0,505",3165701,31,MG
Senador José Bento,"0,684","0,663","0,824","0,585",3165800,31,MG
Senador Modestino Gonçalves,"0,620","0,566","0,782","0,539",3165909,31,MG
Senhora de Oliveira,"0,631","0,603","0,801","0,521",3166006,31,MG
Senhora do Porto,"0,565","0,595","0,802","0,378",3166105,31,MG
Datas,"0,616","0,590","0,756","0,524",3121001,31,MG
Carvalhos,"0,646","0,667","0,820","0,492",3114808,31,MG
Cássia,"0,704","0,723","0,837","0,576",3115102,31,MG
Conceição da Barra de Minas,"0,685","0,668","0,815","0,590",3115201,31,MG
Cataguases,"0,751","0,718","0,861","0,685",3115300,31,MG
Catas Altas,"0,684","0,665","0,828","0,582",3115359,31,MG
São João do Oriente,"0,648","0,631","0,805","0,536",3162609,31,MG
São José do Mantimento,"0,657","0,612","0,823","0,562",3163607,31,MG
Pai Pedro,"0,590","0,520","0,760","0,520",3146552,31,MG
Paiva,"0,720","0,657","0,845","0,672",3146602,31,MG
Pedras de Maria da Cruz,"0,614","0,564","0,787","0,521",3149150,31,MG
Japonvar,"0,608","0,556","0,786","0,514",3135357,31,MG
José Gonçalves de Minas,"0,632","0,597","0,764","0,553",3136520,31,MG
Padre Carvalho,"0,599","0,575","0,795","0,471",3146255,31,MG
Santa Vitória,"0,710","0,718","0,865","0,576",3159803,31,MG
Rio Acima,"0,673","0,689","0,870","0,508",3154804,31,MG
Carbonita,"0,638","0,617","0,796","0,529",3113503,31,MG
Santo Antônio do Grama,"0,633","0,626","0,823","0,493",3160108,31,MG
Santo Antônio do Itambé,"0,558","0,537","0,794","0,408",3160207,31,MG
São Francisco do Glória,"0,663","0,647","0,833","0,541",3161403,31,MG
São Geraldo,"0,651","0,656","0,831","0,507",3161502,31,MG
São Geraldo da Piedade,"0,600","0,625","0,774","0,447",3161601,31,MG
São Félix de Minas,"0,620","0,589","0,795","0,510",3161056,31,MG
São Francisco,"0,723","0,705","0,814","0,658",3161106,31,MG
Resplendor,"0,670","0,666","0,833","0,543",3154309,31,MG
Ressaquinha,"0,683","0,638","0,834","0,599",3154408,31,MG
Riachinho,"0,632","0,577","0,795","0,551",3154457,31,MG
São Francisco de Paula,"0,685","0,701","0,860","0,534",3161205,31,MG
Santa Rita de Minas,"0,613","0,627","0,791","0,464",3159357,31,MG
Santa Rita de Ibitipoca,"0,630","0,625","0,793","0,505",3159407,31,MG
Santa Rita do Sapucaí,"0,721","0,727","0,830","0,620",3159605,31,MG
Santa Rosa da Serra,"0,705","0,695","0,866","0,583",3159704,31,MG
Gameleiras,"0,650","0,559","0,796","0,618",3127339,31,MG
Goianá,"0,716","0,682","0,835","0,644",3127388,31,MG
Pedra do Anta,"0,624","0,636","0,821","0,466",3148806,31,MG
Monsenhor Paulo,"0,721","0,682","0,839","0,654",3142601,31,MG
Montalvânia,"0,613","0,586","0,799","0,492",3142700,31,MG
Matias Cardoso,"0,616","0,584","0,799","0,501",3140852,31,MG
Maripá de Minas,"0,680","0,668","0,847","0,555",3140209,31,MG
Itueta,"0,635","0,640","0,825","0,485",3134103,31,MG
Fruta de Leite,"0,544","0,548","0,792","0,370",3127073,31,MG
Funilândia,"0,655","0,612","0,844","0,545",3127206,31,MG
Rio Manso,"0,648","0,676","0,802","0,501",3155306,31,MG
Rio Novo,"0,707","0,671","0,835","0,631",3155405,31,MG
Rio Paranaíba,"0,709","0,725","0,855","0,575",3155504,31,MG
Rio Pardo de Minas,"0,624","0,586","0,798","0,520",3155603,31,MG
Santana do Deserto,"0,651","0,660","0,849","0,493",3158607,31,MG
Santana do Garambéu,"0,667","0,648","0,822","0,558",3158706,31,MG
Cabo Verde,"0,674","0,686","0,847","0,527",3109501,31,MG
Cachoeira de Minas,"0,706","0,673","0,821","0,637",3109709,31,MG
Caetanópolis,"0,706","0,674","0,845","0,617",3109907,31,MG
Caeté,"0,728","0,690","0,844","0,663",3110004,31,MG
Caiana,"0,633","0,631","0,833","0,483",3110103,31,MG
Mamonas,"0,618","0,565","0,779","0,537",3139250,31,MG
Itambé do Mato Dentro,"0,634","0,605","0,823","0,513",3132800,31,MG
Limeira do Oeste,"0,710","0,693","0,834","0,620",3138625,31,MG
Passabém,"0,642","0,631","0,787","0,533",3147501,31,MG
Elói Mendes,"0,685","0,688","0,838","0,558",3123601,31,MG
Engenheiro Caldas,"0,644","0,632","0,815","0,518",3123700,31,MG
Engenheiro Navarro,"0,655","0,599","0,791","0,594",3123809,31,MG
Entre Rios de Minas,"0,672","0,673","0,802","0,563",3123908,31,MG
Buritizeiro,"0,624","0,603","0,768","0,524",3109402,31,MG
Cabeceira Grande,"0,648","0,638","0,788","0,542",3109451,31,MG
Campestre,"0,698","0,712","0,843","0,566",3111002,31,MG
Campo Azul,"0,621","0,550","0,799","0,546",3111150,31,MG
Serra da Saudade,"0,677","0,663","0,863","0,542",3166600,31,MG
São Gonçalo do Pará,"0,689","0,682","0,842","0,570",3161809,31,MG
São Gonçalo do Rio Abaixo,"0,667","0,658","0,792","0,569",3161908,31,MG
São Gonçalo do Sapucaí,"0,715","0,706","0,850","0,609",3162005,31,MG
São Gotardo,"0,736","0,739","0,855","0,632",3162104,31,MG
Santa Cruz de Salinas,"0,577","0,548","0,757","0,463",3157377,31,MG
Rio Preto,"0,679","0,665","0,847","0,557",3155900,31,MG
Dom Joaquim,"0,622","0,610","0,819","0,482",3122603,31,MG
Dom Silvério,"0,709","0,661","0,847","0,636",3122702,31,MG
Dom Viçoso,"0,687","0,617","0,819","0,641",3122801,31,MG
Dona Eusébia,"0,701","0,684","0,841","0,598",3122900,31,MG
Carangola,"0,695","0,699","0,837","0,573",3113305,31,MG
Caratinga,"0,706","0,697","0,836","0,603",3113404,31,MG
Itacambira,"0,628","0,570","0,791","0,550",3132008,31,MG
Cajuri,"0,617","0,599","0,804","0,487",3110202,31,MG
Capela Nova,"0,648","0,602","0,797","0,568",3112208,31,MG
Capelinha,"0,653","0,641","0,824","0,527",3112307,31,MG
Capim Branco,"0,695","0,664","0,837","0,604",3112505,31,MG
São José da Barra,"0,739","0,722","0,876","0,637",3162948,31,MG
São José da Lapa,"0,729","0,677","0,844","0,679",3162955,31,MG
Ritápolis,"0,653","0,649","0,815","0,526",3156106,31,MG
Rodeiro,"0,668","0,703","0,797","0,532",3156304,31,MG
Romaria,"0,708","0,722","0,813","0,604",3156403,31,MG
Rosário da Limeira,"0,662","0,653","0,812","0,548",3156452,31,MG
Sabará,"0,731","0,699","0,833","0,670",3156700,31,MG
Sobrália,"0,631","0,611","0,805","0,510",3167707,31,MG
Biquinhas,"0,688","0,684","0,857","0,555",3107000,31,MG
Morro da Garça,"0,648","0,619","0,816","0,538",3143609,31,MG
Itajubá,"0,787","0,767","0,884","0,718",3132404,31,MG
Itamarandiba,"0,646","0,618","0,798","0,547",3132503,31,MG
Itamarati de Minas,"0,688","0,677","0,841","0,572",3132602,31,MG
Lavras,"0,782","0,757","0,880","0,719",3138203,31,MG
Leandro Ferreira,"0,710","0,707","0,875","0,579",3138302,31,MG
Munhoz,"0,647","0,634","0,821","0,520",3143807,31,MG
Fernandes Tourinho,"0,646","0,608","0,807","0,550",3125804,31,MG
Fortuna de Minas,"0,696","0,651","0,845","0,613",3126406,31,MG
Montezuma,"0,587","0,587","0,809","0,425",3143450,31,MG
São João do Pacuí,"0,625","0,606","0,798","0,504",3162658,31,MG
São João do Paraíso,"0,615","0,583","0,808","0,493",3162708,31,MG
São João Evangelista,"0,638","0,620","0,806","0,520",3162807,31,MG
São João Nepomuceno,"0,708","0,696","0,850","0,600",3162906,31,MG
São Joaquim de Bicas,"0,662","0,664","0,844","0,518",3162922,31,MG
Piracema,"0,646","0,646","0,809","0,515",3150604,31,MG
Camanducaia,"0,689","0,707","0,837","0,553",3110509,31,MG
Cambuí,"0,751","0,722","0,872","0,674",3110608,31,MG
Cambuquira,"0,699","0,691","0,856","0,577",3110707,31,MG
Campanário,"0,616","0,607","0,831","0,464",3110806,31,MG
Campanha,"0,709","0,715","0,849","0,587",3110905,31,MG
São João do Manhuaçu,"0,650","0,659","0,836","0,498",3162559,31,MG
São João do Manteninha,"0,640","0,623","0,805","0,522",3162575,31,MG
Vitória,"0,845","0,876","0,855","0,805",3205309,32,ES
Guaçuí,"0,703","0,691","0,846","0,595",3202306,32,ES
Guarapari,"0,731","0,746","0,837","0,626",3202405,32,ES
Ibiraçu,"0,726","0,733","0,835","0,625",3202504,32,ES
Domingos Martins,"0,669","0,680","0,833","0,528",3201902,32,ES
Ecoporanga,"0,662","0,631","0,819","0,562",3202108,32,ES
Fundão,"0,718","0,708","0,839","0,623",3202207,32,ES
Governador Lindenberg,"0,694","0,669","0,823","0,608",3202256,32,ES
Ibitirama,"0,622","0,609","0,821","0,481",3202553,32,ES
Conceição do Castelo,"0,670","0,685","0,810","0,541",3201704,32,ES
Laranja da Terra,"0,656","0,633","0,810","0,550",3203163,32,ES
Muqui,"0,694","0,673","0,802","0,619",3203809,32,ES
Nova Venécia,"0,712","0,692","0,841","0,621",3203908,32,ES
Pancas,"0,667","0,648","0,815","0,562",3204005,32,ES
Pedro Canário,"0,654","0,643","0,812","0,536",3204054,32,ES
Pinheiros,"0,673","0,668","0,816","0,558",3204104,32,ES
Piúma,"0,727","0,702","0,852","0,643",3204203,32,ES
Ponto Belo,"0,669","0,631","0,783","0,605",3204252,32,ES
Santa Leopoldina,"0,626","0,646","0,797","0,477",3204500,32,ES
Santa Maria de Jetibá,"0,671","0,695","0,834","0,521",3204559,32,ES
Santa Teresa,"0,714","0,722","0,834","0,604",3204609,32,ES
São Domingos do Norte,"0,682","0,679","0,811","0,575",3204658,32,ES
São Gabriel da Palha,"0,709","0,739","0,835","0,578",3204708,32,ES
Rio Novo do Sul,"0,711","0,692","0,837","0,620",3204401,32,ES
Vila Valério,"0,675","0,686","0,816","0,549",3205176,32,ES
Vila Velha,"0,800","0,807","0,864","0,734",3205200,32,ES
Linhares,"0,724","0,721","0,834","0,630",3203205,32,ES
Mantenópolis,"0,657","0,636","0,810","0,551",3203304,32,ES
Boa Esperança,"0,720","0,687","0,808","0,673",3201001,32,ES
Bom Jesus do Norte,"0,734","0,689","0,854","0,673",3201100,32,ES
Brejetuba,"0,656","0,630","0,828","0,540",3201159,32,ES
Cachoeiro de Itapemirim,"0,746","0,733","0,837","0,677",3201209,32,ES
Cariacica,"0,718","0,699","0,844","0,628",3201308,32,ES
Castelo,"0,726","0,703","0,852","0,639",3201407,32,ES
Colatina,"0,746","0,738","0,841","0,668",3201506,32,ES
Conceição da Barra,"0,681","0,648","0,810","0,603",3201605,32,ES
Alfredo Chaves,"0,710","0,703","0,832","0,611",3200300,32,ES
Alto Rio Novo,"0,664","0,634","0,815","0,567",3200359,32,ES
Anchieta,"0,730","0,696","0,856","0,654",3200409,32,ES
Apiacá,"0,673","0,659","0,841","0,549",3200508,32,ES
Aracruz,"0,752","0,717","0,838","0,707",3200607,32,ES
Atilio Vivacqua,"0,708","0,663","0,841","0,637",3200706,32,ES
Baixo Guandu,"0,702","0,670","0,811","0,637",3200805,32,ES
Barra de São Francisco,"0,683","0,673","0,815","0,580",3200904,32,ES
Mucurici,"0,666","0,617","0,828","0,577",3203601,32,ES
Muniz Freire,"0,645","0,637","0,821","0,512",3203700,32,ES
Iconha,"0,729","0,709","0,830","0,658",3202603,32,ES
Itaguaçu,"0,702","0,672","0,802","0,641",3202702,32,ES
Itapemirim,"0,654","0,640","0,808","0,540",3202801,32,ES
Itarana,"0,684","0,696","0,809","0,568",3202900,32,ES
Iúna,"0,666","0,665","0,829","0,537",3203007,32,ES
Jaguaré,"0,678","0,678","0,810","0,568",3203056,32,ES
Jerônimo Monteiro,"0,698","0,685","0,844","0,589",3203106,32,ES
João Neiva,"0,753","0,751","0,857","0,663",3203130,32,ES
Montanha,"0,667","0,679","0,816","0,535",3203502,32,ES
Água Doce do Norte,"0,652","0,619","0,819","0,546",3200169,32,ES
Alegre,"0,721","0,708","0,839","0,630",3200201,32,ES
Divino de São Lourenço,"0,632","0,622","0,819","0,496",3201803,32,ES
Dores do Rio Preto,"0,654","0,635","0,813","0,542",3202009,32,ES
Ibatiba,"0,647","0,651","0,830","0,501",3202454,32,ES
Marataízes,"0,696","0,676","0,847","0,588",3203320,32,ES
Rio Bananal,"0,681","0,680","0,802","0,579",3204351,32,ES
Afonso Cláudio,"0,667","0,661","0,825","0,544",3200102,32,ES
Águia Branca,"0,678","0,660","0,792","0,595",3200136,32,ES
Marechal Floriano,"0,710","0,715","0,849","0,589",3203346,32,ES
Marilândia,"0,696","0,668","0,823","0,612",3203353,32,ES
Mimoso do Sul,"0,670","0,672","0,827","0,541",3203403,32,ES
São José do Calçado,"0,688","0,669","0,814","0,599",3204807,32,ES
São Mateus,"0,735","0,719","0,843","0,655",3204906,32,ES
São Roque do Canaã,"0,700","0,686","0,803","0,623",3204955,32,ES
Serra,"0,739","0,720","0,844","0,664",3205002,32,ES
Vargem Alta,"0,663","0,658","0,814","0,544",3205036,32,ES
Venda Nova do Imigrante,"0,728","0,731","0,845","0,624",3205069,32,ES
Viana,"0,686","0,672","0,816","0,589",3205101,32,ES
Vila Pavão,"0,681","0,647","0,830","0,588",3205150,32,ES
Sooretama,"0,662","0,650","0,802","0,556",3205010,32,ES
Presidente Kennedy,"0,669","0,628","0,820","0,582",3204302,32,ES
Irupi,"0,637","0,658","0,798","0,493",3202652,32,ES
Rio de Janeiro,"0,799","0,840","0,845","0,719",3304557,33,RJ
Rio das Ostras,"0,773","0,784","0,854","0,689",3304524,33,RJ
Volta Redonda,"0,771","0,763","0,833","0,720",3306305,33,RJ
Cabo Frio,"0,735","0,743","0,836","0,640",3300704,33,RJ
Petrópolis,"0,745","0,763","0,847","0,639",3303906,33,RJ
Petrópolis,"0,745","0,763","0,847","0,639",3303906,33,RJ
Nilópolis,"0,753","0,731","0,817","0,716",3303203,33,RJ
São João da Barra,"0,671","0,686","0,800","0,551",3305000,33,RJ
São João de Meriti,"0,719","0,693","0,831","0,646",3305109,33,RJ
São José de Ubá,"0,652","0,633","0,798","0,548",3305133,33,RJ
São José do Vale do Rio Preto,"0,660","0,670","0,806","0,533",3305158,33,RJ
São Pedro da Aldeia,"0,712","0,721","0,801","0,626",3305208,33,RJ
São Sebastião do Alto,"0,646","0,638","0,789","0,536",3305307,33,RJ
Niterói,"0,837","0,887","0,854","0,773",3303302,33,RJ
Nova Friburgo,"0,745","0,758","0,846","0,645",3303401,33,RJ
Nova Iguaçu,"0,713","0,691","0,818","0,641",3303500,33,RJ
Paracambi,"0,720","0,689","0,812","0,666",3303609,33,RJ
Paraíba do Sul,"0,702","0,697","0,812","0,610",3303708,33,RJ
Resende,"0,768","0,762","0,839","0,709",3304201,33,RJ
Rio Bonito,"0,710","0,705","0,819","0,620",3304300,33,RJ
Rio Claro,"0,803","0,784","0,862","0,766",3304409,33,RJ
Areal,"0,684","0,686","0,823","0,566",3300225,33,RJ
Armação dos Búzios,"0,728","0,750","0,824","0,624",3300233,33,RJ
Paraty,"0,693","0,726","0,842","0,544",3303807,33,RJ
Pinheiral,"0,715","0,709","0,801","0,643",3303955,33,RJ
Paty do Alferes,"0,671","0,683","0,806","0,549",3303856,33,RJ
Santo Antônio de Pádua,"0,718","0,709","0,806","0,648",3304706,33,RJ
Santa Maria Madalena,"0,668","0,672","0,797","0,556",3304607,33,RJ
Iguaba Grande,"0,761","0,744","0,841","0,704",3301876,33,RJ
Itaboraí,"0,693","0,690","0,813","0,593",3301900,33,RJ
Piraí,"0,708","0,714","0,803","0,620",3304003,33,RJ
Porciúncula,"0,697","0,698","0,802","0,606",3304102,33,RJ
Barra do Piraí,"0,733","0,723","0,819","0,665",3300308,33,RJ
Barra Mansa,"0,729","0,720","0,819","0,657",3300407,33,RJ
Belford Roxo,"0,684","0,662","0,808","0,598",3300456,33,RJ
São Francisco de Itabapoana,"0,639","0,618","0,791","0,533",3304755,33,RJ
São Fidélis,"0,691","0,685","0,787","0,611",3304805,33,RJ
São Gonçalo,"0,739","0,711","0,833","0,681",3304904,33,RJ
Porto Real,"0,713","0,688","0,817","0,645",3304110,33,RJ
Quatis,"0,690","0,676","0,806","0,603",3304128,33,RJ
Queimados,"0,680","0,659","0,810","0,589",3304144,33,RJ
Quissamã,"0,704","0,698","0,821","0,610",3304151,33,RJ
Bom Jardim,"0,660","0,707","0,809","0,503",3300506,33,RJ
Bom Jesus do Itabapoana,"0,732","0,723","0,819","0,662",3300605,33,RJ
Cachoeiras de Macacu,"0,700","0,695","0,817","0,603",3300803,33,RJ
Cambuci,"0,691","0,672","0,809","0,608",3300902,33,RJ
Carapebus,"0,713","0,699","0,805","0,644",3300936,33,RJ
Comendador Levy Gasparian,"0,685","0,676","0,785","0,605",3300951,33,RJ
Campos dos Goytacazes,"0,716","0,715","0,830","0,619",3301009,33,RJ
Cantagalo,"0,709","0,705","0,822","0,614",3301108,33,RJ
Trajano de Moraes,"0,667","0,668","0,813","0,547",3305901,33,RJ
Três Rios,"0,725","0,725","0,801","0,656",3306008,33,RJ
Valença,"0,738","0,713","0,848","0,666",3306107,33,RJ
Varre-Sai,"0,659","0,636","0,810","0,555",3306156,33,RJ
Vassouras,"0,714","0,719","0,813","0,624",3306206,33,RJ
Angra dos Reis,"0,724","0,740","0,846","0,605",3300100,33,RJ
Aperibé,"0,692","0,670","0,785","0,631",3300159,33,RJ
Araruama,"0,718","0,714","0,839","0,617",3300209,33,RJ
Rio das Flores,"0,680","0,664","0,822","0,575",3304508,33,RJ
Tanguá,"0,654","0,644","0,793","0,548",3305752,33,RJ
Teresópolis,"0,730","0,752","0,855","0,605",3305802,33,RJ
Silva Jardim,"0,654","0,657","0,793","0,536",3305604,33,RJ
Sumidouro,"0,611","0,658","0,796","0,436",3305703,33,RJ
Mesquita,"0,737","0,704","0,839","0,678",3302858,33,RJ
Miguel Pereira,"0,745","0,740","0,828","0,675",3302908,33,RJ
Miracema,"0,713","0,696","0,805","0,646",3303005,33,RJ
Conceição de Macabu,"0,712","0,698","0,806","0,642",3301405,33,RJ
Cordeiro,"0,729","0,724","0,826","0,649",3301504,33,RJ
Macaé,"0,764","0,792","0,828","0,681",3302403,33,RJ
Macuco,"0,703","0,687","0,801","0,631",3302452,33,RJ
Magé,"0,709","0,685","0,832","0,626",3302502,33,RJ
Mangaratiba,"0,753","0,746","0,845","0,676",3302601,33,RJ
Maricá,"0,765","0,761","0,850","0,692",3302700,33,RJ
Mendes,"0,736","0,707","0,806","0,700",3302809,33,RJ
Duas Barras,"0,659","0,677","0,790","0,534",3301603,33,RJ
Duque de Caxias,"0,711","0,692","0,833","0,624",3301702,33,RJ
Engenheiro Paulo de Frontin,"0,722","0,674","0,805","0,694",3301801,33,RJ
Guapimirim,"0,698","0,692","0,812","0,604",3301850,33,RJ
Cardoso Moreira,"0,648","0,653","0,782","0,534",3301157,33,RJ
Carmo,"0,696","0,683","0,813","0,608",3301207,33,RJ
Casimiro de Abreu,"0,726","0,734","0,811","0,642",3301306,33,RJ
Laje do Muriaé,"0,668","0,649","0,800","0,575",3302304,33,RJ
Arraial do Cabo,"0,733","0,722","0,805","0,677",3300258,33,RJ
Itaocara,"0,713","0,696","0,820","0,635",3302106,33,RJ
Itaperuna,"0,730","0,716","0,837","0,649",3302205,33,RJ
Itatiaia,"0,737","0,735","0,836","0,652",3302254,33,RJ
Itaguaí,"0,715","0,703","0,814","0,638",3302007,33,RJ
Italva,"0,688","0,692","0,792","0,595",3302056,33,RJ
Natividade,"0,730","0,707","0,806","0,683",3303104,33,RJ
Japeri,"0,659","0,637","0,809","0,555",3302270,33,RJ
Sapucaia,"0,675","0,682","0,804","0,561",3305406,33,RJ
Saquarema,"0,709","0,714","0,804","0,621",3305505,33,RJ
Seropédica,"0,713","0,695","0,805","0,648",3305554,33,RJ
Bragança Paulista,"0,776","0,772","0,861","0,704",3507605,35,SP
Boituva,"0,780","0,757","0,861","0,728",3507001,35,SP
Sumaré,"0,762","0,744","0,845","0,705",3552403,35,SP
Vinhedo,"0,817","0,840","0,878","0,739",3556701,35,SP
Americana,"0,811","0,800","0,876","0,760",3501608,35,SP
Marília,"0,798","0,768","0,854","0,776",3529005,35,SP
Valinhos,"0,819","0,848","0,850","0,763",3556206,35,SP
Ribeirão Preto,"0,800","0,820","0,844","0,739",3543402,35,SP
Osasco,"0,776","0,776","0,840","0,718",3534401,35,SP
Campinas,"0,805","0,829","0,860","0,731",3509502,35,SP
Paulínia,"0,795","0,800","0,864","0,727",3536505,35,SP
Santana de Parnaíba,"0,814","0,876","0,849","0,725",3547304,35,SP
Santo André,"0,815","0,819","0,861","0,769",3547809,35,SP
Mirassol,"0,762","0,748","0,846","0,698",3530300,35,SP
Presidente Prudente,"0,806","0,788","0,858","0,774",3541406,35,SP
São Carlos,"0,805","0,788","0,863","0,766",3548906,35,SP
Pirassununga,"0,801","0,789","0,884","0,736",3539301,35,SP
Piracicaba,"0,785","0,797","0,848","0,717",3538709,35,SP
São Bernardo do Campo,"0,805","0,807","0,861","0,752",3548708,35,SP
São Caetano do Sul,"0,862","0,891","0,887","0,811",3548807,35,SP
Santos,"0,840","0,861","0,852","0,807",3548500,35,SP
Araraquara,"0,815","0,788","0,877","0,782",3503208,35,SP
Mogi Mirim,"0,784","0,767","0,879","0,715",3530805,35,SP
Araçatuba,"0,788","0,782","0,841","0,744",3502804,35,SP
São José dos Campos,"0,807","0,804","0,855","0,764",3549904,35,SP
Itu,"0,773","0,782","0,854","0,692",3523909,35,SP
Atibaia,"0,765","0,786","0,851","0,670",3504107,35,SP
Indaiatuba,"0,788","0,791","0,837","0,738",3520509,35,SP
São José do Rio Preto,"0,797","0,801","0,846","0,748",3549805,35,SP
Mogi das Cruzes,"0,783","0,762","0,851","0,740",3530607,35,SP
Barueri,"0,786","0,791","0,866","0,708",3505708,35,SP
Bauru,"0,801","0,800","0,854","0,752",3506003,35,SP
Sorocaba,"0,798","0,792","0,843","0,762",3552205,35,SP
Franca,"0,780","0,749","0,842","0,753",3516200,35,SP
São Paulo,"0,805","0,843","0,855","0,725",3550308,35,SP
Hortolândia,"0,756","0,716","0,859","0,703",3519071,35,SP
Jaguariúna,"0,784","0,782","0,862","0,715",3524709,35,SP
Jundiaí,"0,822","0,834","0,866","0,768",3525904,35,SP
Taubaté,"0,800","0,778","0,883","0,746",3554102,35,SP
Panorama,"0,722","0,724","0,814","0,639",3535408,35,SP
Paraguaçu Paulista,"0,762","0,717","0,836","0,739",3535507,35,SP
Taiaçu,"0,710","0,701","0,814","0,628",3553104,35,SP
Taiúva,"0,760","0,732","0,835","0,718",3553203,35,SP
Tambaú,"0,731","0,729","0,858","0,624",3553302,35,SP
Tanabi,"0,748","0,735","0,829","0,687",3553401,35,SP
Piratininga,"0,779","0,762","0,859","0,723",3539400,35,SP
Pitangueiras,"0,723","0,699","0,830","0,651",3539509,35,SP
Planalto,"0,719","0,683","0,853","0,639",3539608,35,SP
Orlândia,"0,780","0,765","0,882","0,703",3534302,35,SP
Oscar Bressane,"0,749","0,713","0,823","0,715",3534500,35,SP
Osvaldo Cruz,"0,762","0,740","0,837","0,713",3534609,35,SP
Campos Novos Paulista,"0,706","0,670","0,824","0,638",3509809,35,SP
Itatinga,"0,706","0,685","0,841","0,610",3523503,35,SP
Itirapina,"0,724","0,734","0,813","0,636",3523602,35,SP
Cajuru,"0,713","0,693","0,825","0,633",3509403,35,SP
Guatapará,"0,743","0,724","0,822","0,688",3518859,35,SP
Pacaembu,"0,725","0,717","0,843","0,631",3534906,35,SP
Palestina,"0,732","0,717","0,848","0,645",3535002,35,SP
Palmares Paulista,"0,722","0,698","0,837","0,645",3535101,35,SP
Palmital,"0,746","0,727","0,814","0,702",3535309,35,SP
Guararapes,"0,763","0,727","0,840","0,726",3518206,35,SP
Lucianópolis,"0,733","0,736","0,809","0,662",3527504,35,SP
Luís Antônio,"0,731","0,709","0,822","0,671",3527603,35,SP
Ourinhos,"0,778","0,753","0,859","0,727",3534708,35,SP
Ouroeste,"0,770","0,717","0,866","0,736",3534757,35,SP
Ouro Verde,"0,695","0,696","0,790","0,611",3534807,35,SP
Paraibuna,"0,719","0,709","0,815","0,642",3535606,35,SP
Paraíso,"0,749","0,751","0,837","0,668",3535705,35,SP
Paranapanema,"0,717","0,697","0,839","0,631",3535804,35,SP
Guarulhos,"0,763","0,746","0,831","0,717",3518800,35,SP
Paulicéia,"0,711","0,692","0,811","0,640",3536406,35,SP
Itaquaquecetuba,"0,714","0,665","0,844","0,648",3523107,35,SP
Miracatu,"0,697","0,645","0,803","0,655",3529906,35,SP
Mira Estrela,"0,743","0,697","0,806","0,731",3530003,35,SP
Mirandópolis,"0,751","0,732","0,869","0,665",3530102,35,SP
Mirante do Paranapanema,"0,724","0,670","0,841","0,674",3530201,35,SP
Ribeirão Bonito,"0,712","0,712","0,811","0,625",3542909,35,SP
Cândido Rodrigues,"0,789","0,747","0,863","0,762",3510104,35,SP
Capão Bonito,"0,721","0,675","0,826","0,671",3510203,35,SP
Capela do Alto,"0,699","0,673","0,823","0,617",3510302,35,SP
Capivari,"0,750","0,744","0,848","0,669",3510401,35,SP
Caraguatatuba,"0,759","0,735","0,845","0,705",3510500,35,SP
Carapicuíba,"0,749","0,721","0,842","0,693",3510609,35,SP
Cardoso,"0,722","0,695","0,853","0,636",3510708,35,SP
Casa Branca,"0,730","0,727","0,835","0,640",3510807,35,SP
Cássia dos Coqueiros,"0,734","0,680","0,864","0,673",3510906,35,SP
Castilho,"0,731","0,688","0,827","0,686",3511003,35,SP
Catanduva,"0,785","0,767","0,853","0,740",3511102,35,SP
Catiguá,"0,751","0,734","0,852","0,676",3511201,35,SP
Junqueirópolis,"0,745","0,727","0,860","0,662",3526001,35,SP
Juquiá,"0,700","0,654","0,823","0,637",3526100,35,SP
Juquitiba,"0,709","0,680","0,791","0,662",3526209,35,SP
Jaú,"0,778","0,768","0,886","0,693",3525300,35,SP
Joanópolis,"0,699","0,707","0,824","0,585",3525508,35,SP
Arapeí,"0,680","0,634","0,812","0,612",3503158,35,SP
Santa Rita do Passa Quatro,"0,775","0,764","0,887","0,686",3547502,35,SP
Santa Rosa de Viterbo,"0,770","0,746","0,868","0,704",3547601,35,SP
Santo Anastácio,"0,753","0,725","0,854","0,689",3547700,35,SP
Santo Antônio de Posse,"0,702","0,718","0,838","0,576",3548005,35,SP
Vargem Grande do Sul,"0,737","0,721","0,863","0,643",3556404,35,SP
Vargem Grande Paulista,"0,770","0,755","0,884","0,683",3556453,35,SP
Guarujá,"0,751","0,729","0,854","0,679",3518701,35,SP
Dirce Reis,"0,741","0,686","0,842","0,704",3513850,35,SP
